,Open,High,Low,Close,V,J,C,IZ,score,FX_EWI,grade,sigma_hat,RV_fwd,Y
2018-04-01,1060.550048828125,1062.06005859375,1052.0,1060.989990234375,,0.0,,0,,,,0.10043959070038944,0.013105726787829166,
2018-04-02,1056.22998046875,1058.8499755859375,1052.8199462890625,1056.1600341796875,,0.0,,1,,,,0.09745005670369677,0.012331940896878418,
2018-04-03,1053.760009765625,1065.719970703125,1053.6500244140625,1053.72998046875,,0.0,,1,,,,0.09613269447153337,0.012533525152213553,
2018-04-04,1057.3699951171875,1063.300048828125,1055.5,1057.4300537109375,,0.0,,1,,,,0.0936335032875442,0.012181933136466391,
2018-04-05,1061.68994140625,1071.1800537109375,1061.6400146484375,1061.6400146484375,,0.0,,0,,,,0.09179855967339698,0.011694533809248122,
2018-04-08,1069.6300048828125,1071.31005859375,1064.22998046875,1070.4599609375,,0.0,,0,,,,0.09033311307461497,0.009576467260052308,
2018-04-09,1069.68994140625,1071.739990234375,1063.030029296875,1068.77001953125,,0.0,,0,,,,0.0933030046942551,0.012476794831962316,
2018-04-10,1063.8299560546875,1069.6800537109375,1063.22998046875,1063.3800048828125,,0.0,,0,,,,0.09066899680543966,0.011841592426748064,
2018-04-11,1066.1199951171875,1072.5799560546875,1064.3599853515625,1065.75,,0.0,,0,,,,0.09007842434720854,0.012330818556441768,
2018-04-12,1069.9300537109375,1071.4200439453125,1067.0250244140625,1069.97998046875,,0.0,,0,,,,0.08776225431152465,0.012362726509164266,
2018-04-15,1070.5699462890625,1075.0899658203125,1070.1600341796875,1070.6600341796875,,0.0,,0,,,,0.08647152954905087,0.015029994166909517,
2018-04-16,1068.4599609375,1069.8399658203125,1065.074951171875,1069.52001953125,,0.0,,0,,,,0.0838736540704605,0.015091828605194276,
2018-04-17,1066.199951171875,1068.489990234375,1062.5999755859375,1066.0899658203125,,0.0,,0,,,,0.08142397092933328,0.01502205228622696,
2018-04-18,1064.969970703125,1066.9200439453125,1058.1500244140625,1064.0699462890625,,0.0,,0,,,,0.07992551371708856,0.016008104381719308,
2018-04-19,1065.280029296875,1073.22998046875,1063.800048828125,1066.239990234375,,0.0,,0,,,,0.07784079866571393,0.01646485773946223,
2018-04-22,1069.949951171875,1079.52001953125,1066.25,1071.4100341796875,,0.0,,0,,,,0.07588409411775542,0.01575547612384918,
2018-04-23,1080.260009765625,1080.260009765625,1073.949951171875,1080.1800537109375,,0.0,,0,,,,0.07593858240029416,0.01427928252057548,
2018-04-24,1076.8499755859375,1084.050048828125,1074.0,1076.75,,0.0,,0,,,,0.08015929266471505,0.01394184766915921,
2018-04-25,1080.5999755859375,1081.1700439453125,1074.6500244140625,1081.1700439453125,,0.0,,0,,,,0.07869516449957992,0.013332101196375554,
2018-04-26,1076.8299560546875,1078.68994140625,1065.969970703125,1076.7900390625,,0.0,,0,,,,0.07794290859780025,0.01796397345918547,
2018-04-29,1066.93994140625,1070.22998046875,1064.77001953125,1067.5999755859375,,0.0,,0,,,,0.07719941370081651,0.015856768766449675,
2018-04-30,1069.4100341796875,1073.1199951171875,1068.3599853515625,1069.449951171875,,0.0,,0,,,,0.08193284977370813,0.01604622522469934,
2018-05-01,1072.260009765625,1078.1300048828125,1071.5999755859375,1072.52001953125,,0.0,,0,,,,0.07972160900974971,0.018188832591725292,
2018-05-02,1078.8699951171875,1079.9100341796875,1071.844970703125,1078.81005859375,,0.0,,0,,,,0.0780925645974282,0.017363052649997664,
2018-05-03,1074.3499755859375,1078.6600341796875,1073.4599609375,1074.1199951171875,,0.0,,0,,,,0.07905416581332313,0.017299796078464644,
2018-05-06,1073.18994140625,1082.800048828125,1072.1199951171875,1073.3299560546875,,0.0,,0,,,,0.07849590140430186,0.017288104698729257,
2018-05-07,1078.300048828125,1081.1300048828125,1073.9000244140625,1078.3900146484375,,0.0,,0,,,,0.0761583611789506,0.017044445630991167,
2018-05-08,1078.4300537109375,1083.3199462890625,1074.8499755859375,1077.56005859375,,0.0,,0,,,,0.07606942215596804,0.017162023156271747,
2018-05-09,1077.8299560546875,1080.43994140625,1064.7149658203125,1077.97998046875,,0.0,,0,,,,0.07381277929209132,0.017166386620443178,
2018-05-10,1065.949951171875,1070.77001953125,1064.0050048828125,1064.3699951171875,,0.0,,0,,,,0.07158017943907855,0.012257303655962077,
2018-05-13,1066.81005859375,1070.010009765625,1063.9599609375,1065.949951171875,,0.0,,0,,,,0.08518945645277573,0.013225441479896675,
2018-05-14,1069.300048828125,1078.6099853515625,1067.9000244140625,1069.1600341796875,,0.0,,0,,,,0.08279538500399558,0.01288683421834324,
2018-05-15,1079.4100341796875,1083.1800537109375,1075.43994140625,1078.8599853515625,,0.0,,0,,,,0.08112017348227171,0.01356578117529034,
2018-05-16,1076.9300537109375,1083.4100341796875,1076.4000244140625,1076.489990234375,,0.0,,0,,,,0.08613353570302071,0.01572165497498705,
2018-05-17,1081.0699462890625,1085.77001953125,1075.75,1080.9100341796875,,0.0,,0,,,,0.08394624917295225,0.015850225331508955,
2018-05-20,1079.93994140625,1087.27001953125,1078.9449462890625,1080.510009765625,,0.0,,0,,,,0.08293383233075927,0.018183871329196098,
2018-05-21,1076.6600341796875,1079.469970703125,1072.3399658203125,1076.510009765625,,0.0,,0,,,,0.08042021459136463,0.017802332154789532,
2018-05-22,1076.4000244140625,1082.8900146484375,1074.199951171875,1074.199951171875,,0.0,,0,,,,0.07929279675854635,0.017673669868372273,
2018-05-23,1075.2099609375,1085.219970703125,1074.7900390625,1074.7900390625,,0.0,,0,,,,0.07732968956549628,0.018309336162327692,
2018-05-24,1079.199951171875,1081.8699951171875,1074.489990234375,1079.22998046875,,0.0,,0,,,,0.07500432091954114,0.018753803998220492,
2018-05-27,1073.7900390625,1074.9200439453125,1070.530029296875,1073.6500244140625,,0.0,,0,,,,0.07446523177955162,0.018065175211684124,
2018-05-28,1073.949951171875,1083.800048828125,1072.75,1073.1700439453125,,0.0,,0,,,,0.07495769496531729,0.01839023280113995,
2018-05-29,1082.75,1083.9300537109375,1077.3050537109375,1083.9300537109375,,0.0,,0,,,,0.07269497835275583,0.01567678530238963,
2018-05-30,1075.739990234375,1081.550048828125,1073.1700439453125,1075.030029296875,,0.0,,0,,,,0.08045105776993532,0.014253318506228943,
2018-05-31,1078.3499755859375,1079.949951171875,1070.9100341796875,1079.949951171875,,0.0,,0,,,,0.08433168631179112,0.014609912923721168,
2018-06-03,1070.8399658203125,1071.969970703125,1067.0,1070.3599853515625,,0.0,,0,,,,0.08366818212824638,0.016593113201169855,
2018-06-04,1069.969970703125,1072.7900390625,1066.780029296875,1070.530029296875,,0.0,,0,,,,0.08822300293595459,0.016595212206528934,
2018-06-05,1070.300048828125,1071.0400390625,1064.719970703125,1070.2900390625,,0.0,,0,,,,0.08553760516233663,0.017743579769953336,
2018-06-06,1067.2099609375,1071.300048828125,1064.75,1065.1500244140625,,0.0,,0,,,,0.08293636733569965,0.017350854777146048,
2018-06-07,1071.969970703125,1077.699951171875,1069.6099853515625,1071.3299560546875,,0.0,,0,,,,0.08255990086149063,0.016448466497988062,
2018-06-10,1072.699951171875,1076.1400146484375,1070.9100341796875,1072.6500244140625,,0.0,,0,,,,0.08314570273647709,0.01642233275877196,
2018-06-11,1076.3299560546875,1079.219970703125,1071.8599853515625,1076.3800048828125,,0.0,,0,,,,0.08075483427015909,0.01635679157191134,
2018-06-12,1079.25,1087.010009765625,1079.1600341796875,1079.25,,0.0,,0,,,,0.07944972930351003,0.0164526713155913,
2018-06-13,1084.760009765625,1084.780029296875,1079.550048828125,1084.699951171875,,0.0,,0,,,,0.07772214397919125,0.016331025797467896,
2018-06-14,1087.75,1104.5,1086.25,1090.77001953125,,0.0,,1,,,,0.0778582723335827,0.015477363320446979,
2018-06-17,1102.43994140625,1106.1600341796875,1101.780029296875,1103.8199462890625,,0.0,,1,,,,0.07854336015217989,0.01127927424875509,
2018-06-18,1102.6800537109375,1116.739990234375,1101.739990234375,1104.1600341796875,,0.0,,1,,,,0.0890927879236929,0.011742077255277948,
2018-06-19,1110.9200439453125,1111.5400390625,1103.050048828125,1111.1199951171875,,0.0,,0,,,,0.08638696782326509,0.010822784264280242,
2018-06-20,1107.3800048828125,1113.97998046875,1104.4599609375,1107.719970703125,,0.0,,1,,,,0.0872464389562351,0.010416280819454048,
2018-06-21,1108.6199951171875,1115.47998046875,1105.1949462890625,1109.6300048828125,,0.0,,1,,,,0.08542386370462357,0.010727847990207918,
2018-06-24,1110.8499755859375,1118.27001953125,1110.530029296875,1110.530029296875,,0.0,,0,,,,0.08309199422396502,0.011313684559505866,
2018-06-25,1114.699951171875,1120.3699951171875,1112.3800048828125,1114.030029296875,,0.0,,0,,,,0.08062234146610865,0.010918002991321639,
2018-06-26,1117.949951171875,1122.4599609375,1114.5350341796875,1117.5999755859375,,0.0,,0,,,,0.07911812373995321,0.010438953391885539,
2018-06-27,1120.5999755859375,1125.5400390625,1118.699951171875,1122.780029296875,,0.0,,0,,,,0.07771015722744283,0.016056028978672934,
2018-06-28,1120.4000244140625,1121.5999755859375,1110.2900390625,1120.5400390625,,0.0,,0,,,,0.07745876854151656,0.01643025359343131,
2018-07-01,1114.1600341796875,1120.9000244140625,1113.5400390625,1114.510009765625,,0.0,,0,,,,0.0754994688918079,0.01678411272465463,
2018-07-02,1118.199951171875,1124.06005859375,1111.050048828125,1118.1700439453125,,0.0,,0,,,,0.07614714827148088,0.016667091884218915,
2018-07-03,1114.0999755859375,1117.969970703125,1111.739990234375,1113.3399658203125,,0.0,,0,,,,0.07492004753205893,0.016139661272585717,
2018-07-04,1115.02001953125,1121.2099609375,1114.31005859375,1114.31005859375,,0.0,,0,,,,0.07456261175985397,0.016847466567949818,
2018-07-05,1117.760009765625,1121.239990234375,1113.530029296875,1117.760009765625,,0.0,,0,,,,0.07237041928317399,0.016829650507109217,
2018-07-08,1114.280029296875,1115.6300048828125,1108.77001953125,1113.6500244140625,,0.0,,0,,,,0.0711878776135947,0.017651310591873103,
2018-07-09,1112.47998046875,1117.81005859375,1108.300048828125,1112.47998046875,,0.0,,0,,,,0.07048993445203353,0.018231466646251165,0.0
2018-07-10,1117.800048828125,1124.719970703125,1112.56005859375,1112.56005859375,,0.0,,0,,,,0.06846465255581628,0.018655376021454256,0.0
2018-07-11,1125.6800537109375,1130.239990234375,1120.800048828125,1127.1700439453125,,0.18465125258471218,,0,,,,0.06637953349540941,0.017223800571142853,0.0
2018-07-12,1122.72998046875,1134.449951171875,1121.1199951171875,1122.6500244140625,,0.15117965908547407,,0,,,,0.0819476419233964,0.01800588380207665,0.0
2018-07-15,1129.530029296875,1130.22998046875,1123.5,1129.8499755859375,,0.12377543613312275,,0,,,,0.08097288461521321,0.018486166438882432,0.0
2018-07-16,1126.0,1128.25,1121.199951171875,1126.9000244140625,,0.10133875603782722,,0,,,,0.08234772991651647,0.01839419738896702,0.0
2018-07-17,1126.300048828125,1133.93994140625,1125.300048828125,1125.550048828125,,0.08296915604683616,,0,,,,0.08048367082244787,0.01878825486738141,0.0
2018-07-18,1128.4000244140625,1140.5999755859375,1127.6500244140625,1131.0899658203125,,0.06792939961247077,,0,,,,0.07817089402031938,0.01902143188021407,0.0
2018-07-19,1133.4000244140625,1138.68994140625,1125.9000244140625,1134.47998046875,,0.05561588850085336,,0,,,,0.07815718535653682,0.02061869180797505,1.0
2018-07-22,1126.75,1136.9200439453125,1125.3299560546875,1127.1600341796875,,0.04553443827540474,,0,,,,0.07666450267167056,0.020124270807522708,1.0
2018-07-23,1133.3199462890625,1137.3900146484375,1124.5,1132.449951171875,0.6932034395791181,0.037280444940205,,0,,,,0.07847517584301873,0.019697954424218157,1.0
2018-07-24,1127.050048828125,1130.050048828125,1117.699951171875,1127.97998046875,0.7356950922400085,0.030522646760976282,,0,,,,0.07823248649027713,0.02095264875061793,1.0
2018-07-25,1117.050048828125,1124.18994140625,1115.75,1115.75,0.7119338078708012,0.024989829568547332,,0,,,,0.0773925548111562,0.01789528719511778,0.0
2018-07-26,1123.06005859375,1124.4599609375,1113.300048828125,1123.1500244140625,0.7852847409522905,0.02045994198194718,,0,,,,0.08618096837428972,0.017456413883567282,0.0
2018-07-29,1115.0999755859375,1120.52001953125,1112.7099609375,1114.5999755859375,0.7377849057683171,0.016751183706811428,,0,,,,0.08741991320392947,0.017615770683456683,0.0
2018-07-30,1115.5,1120.31005859375,1111.5999755859375,1116.6700439453125,0.6272163834801437,0.013714709251225343,,0,,,,0.0898145003027526,0.01807985031874749,0.0
2018-07-31,1113.010009765625,1121.989990234375,1112.199951171875,1112.199951171875,0.585890749785794,0.011228654233501289,,0,,,,0.08737678500713238,0.019421805989406998,1.0
2018-08-01,1118.0999755859375,1130.7900390625,1117.0,1118.5999755859375,0.5766372938736837,0.009193244536646779,,0,,,,0.0861387466659528,0.02041347497411709,1.0
2018-08-02,1128.6500244140625,1130.219970703125,1120.4000244140625,1128.1500244140625,0.5677315283964993,0.00752679202271886,,0,,,,0.08644357776574908,0.02061010067096476,1.0
2018-08-05,1123.4000244140625,1126.8699951171875,1121.1500244140625,1122.9000244140625,0.47086579733548095,0.006162416101021958,,0,,,,0.09009376937029413,0.0212267627326602,1.0
2018-08-06,1125.5799560546875,1127.300048828125,1117.4000244140625,1125.4000244140625,0.4973753984980372,0.00504535957516959,,0,,,,0.08921237642979786,0.021159643439542106,1.0
2018-08-07,1117.27001953125,1120.550048828125,1116.25,1116.25,0.5232828426845937,0.004130791044527803,,0,,,,0.08692581264761201,0.019533885269408833,0.0
2018-08-08,1117.52001953125,1119.8499755859375,1115.0,1115.949951171875,0.3793067646379765,0.0,,0,,,,0.09005785757910023,0.0195722232434339,0.0
2018-08-09,1123.0699462890625,1130.4200439453125,1121.8900146484375,1121.8900146484375,0.2945889220119497,0.0,,0,,,,0.0873205899018538,0.020355442510888055,1.0
2018-08-12,1130.75,1136.1600341796875,1128.989990234375,1130.9000244140625,0.35439727159201967,0.0,,0,,,,0.08714079530743667,0.02301486546311698,1.0
2018-08-13,1134.699951171875,1135.969970703125,1126.0,1135.969970703125,0.36727220983848563,0.0,,0,,,,0.09002971938936087,0.022730925155857982,1.0
2018-08-14,1126.5999755859375,1137.050048828125,1126.5999755859375,1126.75,0.47912233332201976,0.0,,0,,,,0.08900313560370096,0.021254792961863177,1.0
2018-08-15,1136.300048828125,1136.3800048828125,1122.5,1136.3800048828125,0.658487625298925,0.0,,0,,,,0.09192633139265184,0.019528141431239234,0.0
2018-08-16,1126.22998046875,1127.8399658203125,1120.800048828125,1126.239990234375,0.7509277327801221,0.0,,0,,,,0.09507111263918329,0.018456460842493427,0.0
2018-08-19,1118.8199462890625,1123.719970703125,1118.449951171875,1118.5,0.7084325551855514,0.0,,0,,,,0.09854396193319066,0.017129316235797207,0.0
2018-08-20,1117.47998046875,1119.949951171875,1115.0999755859375,1116.8800048828125,0.6286307087258513,0.0,,0,,,,0.09923364225170317,0.01710833873237669,0.0
2018-08-21,1115.969970703125,1120.22998046875,1115.969970703125,1116.0999755859375,0.5133604928624823,0.0,,0,,,,0.09637552030563439,0.01846443610327765,0.0
2018-08-22,1118.02001953125,1123.4100341796875,1117.5,1117.5,0.16166772610292152,0.0,,0,,,,0.09347901683759353,0.018642207579745173,0.0
2018-08-23,1123.199951171875,1126.1500244140625,1111.5999755859375,1126.1500244140625,0.29528842862041166,0.0,,0,,,,0.09076226313741126,0.017964295562469916,0.0
2018-08-26,1112.050048828125,1115.8900146484375,1107.300048828125,1111.1700439453125,0.4913535067591036,0.0,,0,,,,0.09296494730484234,0.012125963223796568,0.0
2018-08-27,1109.739990234375,1111.3900146484375,1103.300048828125,1108.22998046875,0.5201268681697633,0.0,,1,,,,0.10409282629863587,0.014725540935818657,0.0
2018-08-28,1107.260009765625,1114.219970703125,1105.5999755859375,1106.8800048828125,0.5738949736578806,0.0,,1,,,,0.10144620001492113,0.017838164786284378,0.0
2018-08-29,1108.780029296875,1113.4100341796875,1106.1800537109375,1108.449951171875,0.6212448998115615,0.0,,1,,,,0.09846986790629748,0.017786260544440748,0.0
2018-08-30,1114.8900146484375,1118.1800537109375,1110.800048828125,1115.449951171875,0.5071044038810348,0.0,,0,,,,0.09562902373424612,0.0172671860760356,0.0
2018-09-02,1114.780029296875,1117.5400390625,1107.5,1114.81005859375,0.18456061523068035,0.0,,0,,,,0.0958927903174003,0.017260473718129662,0.0
2018-09-03,1110.199951171875,1121.3399658203125,1109.800048828125,1113.5,0.283022440240419,0.0,,0,,,,0.09299828110938725,0.01772564439878527,0.0
2018-09-04,1116.800048828125,1125.239990234375,1112.75,1121.300048828125,0.30890058927241176,0.0,,0,,,,0.09028102836438934,0.01684888372442063,0.0
2018-09-05,1118.510009765625,1124.5400390625,1116.4599609375,1118.0999755859375,0.33937033096378627,0.0,,0,,,,0.09164275956777984,0.016654977951281413,0.0
2018-09-06,1122.6500244140625,1125.300048828125,1119.0,1124.699951171875,0.3118194441020836,0.0,,0,,,,0.08954324205330848,0.0164336243322158,0.0
2018-09-09,1126.8299560546875,1130.1500244140625,1124.8499755859375,1126.8499755859375,0.2812316073163071,0.0,,0,,,,0.08978115193772253,0.016452049818597696,0.0
2018-09-10,1136.75,1136.77001953125,1123.02001953125,1136.77001953125,0.3943158888605784,0.0,,0,,,,0.08736226117598027,0.014322691782338408,0.0
2018-09-11,1123.8199462890625,1129.449951171875,1119.5,1125.300048828125,0.7056118946840503,0.0,,0,,,,0.09130051304224329,0.010274562515011815,0.0
2018-09-12,1120.5899658203125,1125.75,1116.5,1125.75,0.7941872467051234,0.0,,0,,,,0.09690532221265176,0.010374154341622338,0.0
2018-09-13,1119.030029296875,1121.3699951171875,1114.5999755859375,1120.550048828125,0.8077646975612984,0.0,,0,,,,0.09396605452974387,0.009432897320677897,0.0
2018-09-16,1120.97998046875,1129.1500244140625,1120.9000244140625,1120.9000244140625,0.8299258463653515,0.0,,0,,,,0.09286517229571356,0.0098848558998737,0.0
2018-09-17,1126.52001953125,1129.9000244140625,1121.0999755859375,1125.6199951171875,0.5254274429897586,0.0,,0,,,,0.09004431275168258,0.009410827001064534,0.0
2018-09-18,1120.8299560546875,1124.949951171875,1118.300048828125,1120.800048828125,0.2896093617287085,0.0,,0,,,,0.08881708654088494,0.009608549170309533,0.0
2018-09-19,1117.699951171875,1122.3800048828125,1115.9000244140625,1122.25,0.24739702416247786,0.0,,0,,,,0.08771314658729452,0.011854481704645958,0.0
