DATE,r_d,r_f
2024-02-29,3.69,5.25
2024-03-01,3.65,5.23
2024-03-04,3.65,5.24
2024-03-05,3.65,5.23
2024-03-06,3.65,5.24
2024-03-07,3.65,5.24
2024-03-08,3.65,5.24
2024-03-11,3.65,5.24
2024-03-12,3.65,5.25
2024-03-13,3.65,5.25
2024-03-14,3.65,5.25
2024-03-15,3.65,5.25
2024-03-18,3.65,5.25
2024-03-19,3.65,5.24
2024-03-20,3.65,5.24
2024-03-21,3.65,5.25
2024-03-22,3.65,5.24
2024-03-25,3.65,5.23
2024-03-26,3.65,5.22
2024-03-27,3.65,5.22
2024-03-28,3.65,5.23
2024-03-29,3.65,5.23
2024-04-01,3.57,5.23
2024-04-02,3.57,5.22
2024-04-03,3.57,5.22
2024-04-04,3.57,5.21
2024-04-05,3.57,5.23
2024-04-08,3.57,5.23
2024-04-09,3.57,5.23
2024-04-10,3.57,5.25
2024-04-11,3.57,5.25
2024-04-12,3.57,5.25
2024-04-15,3.57,5.25
2024-04-16,3.57,5.25
2024-04-17,3.57,5.25
2024-04-18,3.57,5.25
2024-04-19,3.57,5.25
2024-04-22,3.57,5.22
2024-04-23,3.57,5.25
2024-04-24,3.57,5.26
2024-04-25,3.57,5.26
2024-04-26,3.57,5.25
2024-04-29,3.57,5.25
2024-04-30,3.57,5.25
2024-05-01,3.6,5.26
2024-05-02,3.6,5.25
2024-05-03,3.6,5.25
2024-05-06,3.6,5.25
2024-05-07,3.6,5.25
2024-05-08,3.6,5.25
2024-05-09,3.6,5.25
2024-05-10,3.6,5.26
2024-05-13,3.6,5.25
2024-05-14,3.6,5.24
2024-05-15,3.6,5.25
2024-05-16,3.6,5.25
2024-05-17,3.6,5.25
2024-05-20,3.6,5.25
2024-05-21,3.6,5.25
2024-05-22,3.6,5.25
2024-05-23,3.6,5.26
2024-05-24,3.6,5.26
2024-05-27,3.6,5.26
2024-05-28,3.6,5.26
2024-05-29,3.6,5.26
2024-05-30,3.6,5.26
2024-05-31,3.6,5.25
2024-06-01,3.6,5.25
2024-06-03,3.6,5.26
2024-06-04,3.6,5.25
2024-06-05,3.6,5.25
2024-06-06,3.6,5.25
2024-06-07,3.6,5.26
2024-06-10,3.6,5.25
2024-06-11,3.6,5.25
2024-06-12,3.6,5.25
2024-06-13,3.6,5.25
2024-06-14,3.6,5.25
2024-06-17,3.6,5.25
2024-06-18,3.6,5.24
2024-06-19,3.6,5.24
2024-06-20,3.6,5.24
2024-06-21,3.6,5.23
2024-06-24,3.6,5.24
2024-06-25,3.6,5.23
2024-06-26,3.6,5.24
2024-06-27,3.6,5.23
2024-06-28,3.6,5.22
2024-07-01,3.54,5.24
2024-07-02,3.54,5.24
2024-07-03,3.54,5.24
2024-07-04,3.54,5.24
2024-07-05,3.54,5.23
2024-07-08,3.54,5.23
2024-07-09,3.54,5.23
2024-07-10,3.54,5.23
2024-07-11,3.54,5.21
2024-07-12,3.54,5.21
2024-07-15,3.54,5.2
2024-07-16,3.54,5.2
2024-07-17,3.54,5.2
2024-07-18,3.54,5.21
2024-07-19,3.54,5.2
2024-07-22,3.54,5.19
2024-07-23,3.54,5.18
2024-07-24,3.54,5.18
2024-07-25,3.54,5.17
2024-07-26,3.54,5.16
2024-07-29,3.54,5.15
2024-07-30,3.54,5.14
2024-07-31,3.54,5.15
2024-08-01,3.5,5.12
2024-08-02,3.5,5.05
2024-08-05,3.5,5.09
2024-08-06,3.5,5.09
2024-08-07,3.5,5.09
2024-08-08,3.5,5.09
2024-08-09,3.5,5.09
2024-08-12,3.5,5.07
2024-08-13,3.5,5.06
2024-08-14,3.5,5.07
2024-08-15,3.5,5.09
2024-08-16,3.5,5.08
2024-08-19,3.5,5.06
2024-08-20,3.5,5.04
2024-08-21,3.5,5.02
2024-08-22,3.5,5.04
2024-08-23,3.5,5.01
2024-08-26,3.5,4.98
2024-08-27,3.5,4.98
2024-08-28,3.5,4.96
2024-08-29,3.5,4.98
2024-08-30,3.5,4.98
2024-09-01,3.52,4.98
2024-09-02,3.52,4.98
2024-09-03,3.52,4.97
2024-09-04,3.52,4.96
2024-09-05,3.52,4.94
2024-09-06,3.52,4.93
2024-09-09,3.52,4.89
2024-09-10,3.52,4.85
2024-09-11,3.52,4.89
2024-09-12,3.52,4.85
2024-09-13,3.52,4.78
2024-09-16,3.52,4.75
2024-09-17,3.52,4.75
2024-09-18,3.52,4.65
2024-09-19,3.52,4.61
2024-09-20,3.52,4.56
2024-09-23,3.52,4.53
2024-09-24,3.52,4.5
2024-09-25,3.52,4.51
2024-09-26,3.52,4.5
2024-09-27,3.52,4.5
2024-09-30,3.52,4.52
2024-10-01,3.43,4.5
2024-10-02,3.43,4.48
2024-10-03,3.43,4.48
2024-10-04,3.43,4.53
2024-10-07,3.43,4.55
2024-10-08,3.43,4.53
2024-10-09,3.43,4.54
2024-10-10,3.43,4.54
2024-10-11,3.43,4.53
2024-10-14,3.43,4.53
2024-10-15,3.43,4.52
2024-10-16,3.43,4.51
2024-10-17,3.43,4.54
2024-10-18,3.43,4.53
2024-10-21,3.43,4.51
2024-10-22,3.43,4.51
2024-10-23,3.43,4.52
2024-10-24,3.43,4.5
2024-10-25,3.43,4.52
2024-10-28,3.43,4.49
2024-10-29,3.43,4.49
2024-10-30,3.43,4.47
2024-10-31,3.43,4.44
2024-11-01,3.42,4.41
2024-11-04,3.42,4.44
2024-11-05,3.42,4.43
2024-11-06,3.42,4.44
2024-11-07,3.42,4.43
2024-11-08,3.42,4.43
2024-11-11,3.42,4.43
2024-11-12,3.42,4.43
2024-11-13,3.42,4.4
2024-11-14,3.42,4.41
2024-11-15,3.42,4.41
2024-11-18,3.42,4.42
2024-11-19,3.42,4.41
2024-11-20,3.42,4.42
2024-11-21,3.42,4.43
2024-11-22,3.42,4.43
2024-11-25,3.42,4.42
2024-11-26,3.42,4.4
2024-11-27,3.42,4.4
2024-11-28,3.42,4.4
2024-11-29,3.42,4.39
2024-12-01,3.35,4.39
2024-12-02,3.35,4.38
2024-12-03,3.35,4.36
2024-12-04,3.35,4.35
2024-12-05,3.35,4.34
2024-12-06,3.35,4.31
2024-12-09,3.35,4.3
2024-12-10,3.35,4.29
2024-12-11,3.35,4.26
2024-12-12,3.35,4.23
2024-12-13,3.35,4.23
2024-12-16,3.35,4.25
2024-12-17,3.35,4.26
2024-12-18,3.35,4.25
2024-12-19,3.35,4.23
2024-12-20,3.35,4.23
2024-12-23,3.35,4.24
2024-12-24,3.35,4.28
2024-12-25,3.35,4.28
2024-12-26,3.35,4.24
2024-12-27,3.35,4.19
2024-12-30,3.35,4.23
2024-12-31,3.35,4.23
2025-01-01,3.04,4.23
2025-01-02,3.04,4.22
2025-01-03,3.04,4.2
2025-01-06,3.04,4.21
2025-01-07,3.04,4.21
2025-01-08,3.04,4.21
2025-01-09,3.04,4.21
2025-01-10,3.04,4.22
2025-01-13,3.04,4.23
2025-01-14,3.04,4.22
2025-01-15,3.04,4.21
2025-01-16,3.04,4.21
2025-01-17,3.04,4.2
2025-01-20,3.04,4.2
2025-01-21,3.04,4.22
2025-01-22,3.04,4.22
2025-01-23,3.04,4.22
2025-01-24,3.04,4.21
2025-01-27,3.04,4.2
2025-01-28,3.04,4.2
2025-01-29,3.04,4.2
2025-01-30,3.04,4.19
2025-01-31,3.04,4.2
2025-02-01,2.95,4.2
2025-02-03,2.95,4.22
2025-02-04,2.95,4.22
2025-02-05,2.95,4.22
2025-02-06,2.95,4.22
2025-02-07,2.95,4.24
2025-02-10,2.95,4.23
2025-02-11,2.95,4.23
2025-02-12,2.95,4.23
2025-02-13,2.95,4.22
2025-02-14,2.95,4.22
2025-02-17,2.95,4.22
2025-02-18,2.95,4.23
2025-02-19,2.95,4.22
2025-02-20,2.95,4.21
2025-02-21,2.95,4.21
2025-02-24,2.95,4.19
2025-02-25,2.95,4.19
2025-02-26,2.95,4.2
2025-02-27,2.95,4.2
2025-02-28,2.95,4.2
2025-03-01,2.84,4.2
2025-03-03,2.84,4.21
2025-03-04,2.84,4.2
2025-03-05,2.84,4.21
2025-03-06,2.84,4.2
2025-03-07,2.84,4.2
2025-03-10,2.84,4.19
2025-03-11,2.84,4.2
2025-03-12,2.84,4.21
2025-03-13,2.84,4.2
2025-03-14,2.84,4.2
2025-03-17,2.84,4.2
2025-03-18,2.84,4.2
2025-03-19,2.84,4.2
2025-03-20,2.84,4.19
2025-03-21,2.84,4.19
2025-03-24,2.84,4.19
2025-03-25,2.84,4.19
2025-03-26,2.84,4.2
2025-03-27,2.84,4.2
2025-03-28,2.84,4.2
2025-03-31,2.84,4.21
2025-04-01,2.74,4.2
2025-04-02,2.74,4.21
2025-04-03,2.74,4.2
2025-04-04,2.74,4.17
2025-04-07,2.74,4.17
2025-04-08,2.74,4.19
2025-04-09,2.74,4.24
2025-04-10,2.74,4.22
2025-04-11,2.74,4.23
2025-04-14,2.74,4.22
2025-04-15,2.74,4.22
2025-04-16,2.74,4.21
2025-04-17,2.74,4.23
2025-04-18,2.74,4.23
2025-04-21,2.74,4.22
2025-04-22,2.74,4.22
2025-04-23,2.74,4.22
2025-04-24,2.74,4.21
2025-04-25,2.74,4.21
2025-04-28,2.74,4.2
2025-04-29,2.74,4.2
2025-04-30,2.74,4.2
2025-05-01,2.67,4.2
2025-05-02,2.67,4.22
2025-05-05,2.67,4.22
2025-05-06,2.67,4.22
2025-05-07,2.67,4.22
2025-05-08,2.67,4.23
2025-05-09,2.67,4.22
2025-05-12,2.67,4.31
2025-05-13,2.67,4.29
2025-05-14,2.67,4.29
2025-05-15,2.67,4.27
2025-05-16,2.67,4.25
2025-05-19,2.67,4.28
2025-05-20,2.67,4.26
2025-05-21,2.67,4.24
2025-05-22,2.67,4.25
2025-05-23,2.67,4.24
2025-05-26,2.67,4.24
2025-05-27,2.67,4.24
2025-05-28,2.67,4.24
2025-05-29,2.67,4.25
2025-05-30,2.67,4.25
2025-06-01,2.57,4.25
2025-06-02,2.57,4.25
2025-06-03,2.57,4.24
2025-06-04,2.57,4.25
2025-06-05,2.57,4.25
2025-06-06,2.57,4.25
2025-06-09,2.57,4.25
2025-06-10,2.57,4.26
2025-06-11,2.57,4.26
2025-06-12,2.57,4.27
2025-06-13,2.57,4.26
2025-06-16,2.57,4.24
2025-06-17,2.57,4.23
2025-06-18,2.57,4.23
2025-06-19,2.57,4.23
2025-06-20,2.57,4.21
2025-06-23,2.57,4.19
2025-06-24,2.57,4.19
2025-06-25,2.57,4.19
2025-06-26,2.57,4.21
2025-06-27,2.57,4.2
2025-06-30,2.57,4.24
2025-07-01,2.51,4.24
2025-07-02,2.51,4.24
2025-07-03,2.51,4.26
2025-07-04,2.51,4.26
2025-07-07,2.51,4.26
2025-07-08,2.51,4.26
2025-07-09,2.51,4.26
2025-07-10,2.51,4.25
2025-07-11,2.51,4.25
2025-07-14,2.51,4.26
2025-07-15,2.51,4.25
2025-07-16,2.51,4.24
2025-07-17,2.51,4.24
2025-07-18,2.51,4.24
2025-07-21,2.51,4.24
2025-07-22,2.51,4.24
2025-07-23,2.51,4.25
2025-07-24,2.51,4.25
2025-07-25,2.51,4.25
2025-07-28,2.51,4.24
2025-07-29,2.51,4.24
2025-07-30,2.51,4.25
2025-07-31,2.51,4.24
2025-08-01,2.51,4.19
2025-08-04,2.51,4.16
2025-08-05,2.51,4.16
2025-08-06,2.51,4.14
2025-08-07,2.51,4.14
2025-08-08,2.51,4.14
2025-08-11,2.51,4.15
2025-08-12,2.51,4.14
2025-08-13,2.51,4.11
2025-08-14,2.51,4.12
2025-08-15,2.51,4.12
2025-08-18,2.51,4.14
2025-08-19,2.51,4.12
2025-08-20,2.51,4.12
2025-08-21,2.51,4.14
2025-08-22,2.51,4.1
2025-08-25,2.51,4.1
2025-08-26,2.51,4.1
2025-08-27,2.51,4.08
2025-08-28,2.51,4.08
2025-08-29,2.51,4.05
2025-09-01,2.56,4.05
2025-09-02,2.56,4.05
2025-09-03,2.56,4.03
2025-09-04,2.56,4.01
2025-09-05,2.56,3.92
2025-09-08,2.56,3.95
2025-09-09,2.56,3.95
2025-09-10,2.56,3.94
2025-09-11,2.56,3.94
2025-09-12,2.56,3.94
2025-09-15,2.56,3.91
2025-09-16,2.56,3.9
2025-09-17,2.56,3.88
2025-09-18,2.56,3.89
2025-09-19,2.56,3.89
2025-09-22,2.56,3.86
2025-09-23,2.56,3.86
2025-09-24,2.56,3.87
2025-09-25,2.56,3.89
2025-09-26,2.56,3.87
2025-09-29,2.56,3.86
2025-09-30,2.56,3.86
2025-10-01,2.55,3.85
2025-10-02,2.55,3.86
2025-10-03,2.55,3.87
2025-10-06,2.55,3.86
2025-10-07,2.55,3.85
2025-10-08,2.55,3.85
2025-10-09,2.55,3.87
2025-10-10,2.55,3.86
2025-10-13,2.55,3.86
2025-10-14,2.55,3.85
2025-10-15,2.55,3.87
2025-10-16,2.55,3.86
2025-10-17,2.55,3.84
2025-10-20,2.55,3.81
2025-10-21,2.55,3.8
2025-10-22,2.55,3.8
2025-10-23,2.55,3.8
2025-10-24,2.55,3.77
2025-10-27,2.55,3.73
2025-10-28,2.55,3.73
2025-10-29,2.55,3.77
2025-10-30,2.55,3.76
2025-10-31,2.55,3.73
2025-11-01,2.69,3.73
2025-11-03,2.69,3.82
2025-11-04,2.69,3.8
2025-11-05,2.69,3.8
2025-11-06,2.69,3.77
2025-11-07,2.69,3.77
2025-11-10,2.69,3.79
2025-11-11,2.69,3.79
2025-11-12,2.69,3.79
2025-11-13,2.69,3.8
2025-11-14,2.69,3.8
2025-11-17,2.69,3.8
2025-11-18,2.69,3.78
2025-11-19,2.69,3.79
2025-11-20,2.69,3.78
2025-11-21,2.69,3.75
2025-11-24,2.69,3.75
2025-11-25,2.69,3.74
2025-11-26,2.69,3.76
2025-11-27,2.69,3.76
2025-11-28,2.69,3.73
2025-12-01,2.84,3.71
2025-12-02,2.84,3.68
2025-12-03,2.84,3.64
2025-12-04,2.84,3.63
2025-12-05,2.84,3.62
2025-12-08,2.84,3.64
2025-12-09,2.84,3.64
2025-12-10,2.84,3.6
2025-12-11,2.84,3.58
2025-12-12,2.84,3.54
2025-12-15,2.84,3.56
2025-12-16,2.84,3.56
2025-12-17,2.84,3.55
2025-12-18,2.84,3.53
2025-12-19,2.84,3.54
2025-12-22,2.84,3.56
2025-12-23,2.84,3.56
2025-12-24,2.84,3.6
2025-12-25,2.84,3.6
2025-12-26,2.84,3.56
2025-12-29,2.84,3.57
2025-12-30,2.84,3.55
2025-12-31,2.84,3.57
2026-01-01,2.7,3.57
2026-01-02,2.7,3.54
2026-01-05,2.7,3.54
2026-01-06,2.7,3.53
2026-01-07,2.7,3.52
2026-01-08,2.7,3.52
2026-01-09,2.7,3.52
2026-01-12,2.7,3.56
2026-01-13,2.7,3.57
2026-01-14,2.7,3.57
2026-01-15,2.7,3.57
2026-01-16,2.7,3.57
2026-01-19,2.7,3.57
2026-01-20,2.7,3.59
2026-01-21,2.7,3.59
2026-01-22,2.7,3.6
2026-01-23,2.7,3.59
2026-01-26,2.7,3.59
2026-01-27,2.7,3.58
2026-01-28,2.7,3.59
2026-01-29,2.7,3.59
2026-01-30,2.7,3.58
2026-02-01,2.78,3.58
2026-02-02,2.78,3.6
2026-02-03,2.78,3.6
2026-02-04,2.78,3.6
2026-02-05,2.78,3.59
2026-02-06,2.78,3.6
2026-02-09,2.78,3.6
2026-02-10,2.78,3.6
2026-02-11,2.78,3.61
2026-02-12,2.78,3.61
2026-02-13,2.78,3.6
2026-02-16,2.78,3.6
2026-02-17,2.78,3.61
2026-02-18,2.78,3.61
2026-02-19,2.78,3.61
2026-02-20,2.78,3.6
2026-02-23,2.78,3.6
2026-02-24,2.78,3.6
2026-02-25,2.78,3.6
2026-02-26,2.78,3.6
2026-02-27,2.78,3.59
2026-03-01,2.82,3.59
2026-03-02,2.82,3.61
2026-03-03,2.82,3.6
2026-03-04,2.82,3.6
2026-03-05,2.82,3.59
2026-03-06,2.82,3.58
2026-03-09,2.82,3.61
2026-03-10,2.82,3.6
2026-03-11,2.82,3.61
2026-03-12,2.82,3.61
2026-03-13,2.82,3.61
2026-03-16,2.82,3.61
2026-03-17,2.82,3.61
2026-03-18,2.82,3.62
2026-03-19,2.82,3.62
2026-03-20,2.82,3.63
2026-03-23,2.82,3.63
2026-03-24,2.82,3.63
2026-03-25,2.82,3.63
2026-03-26,2.82,3.63
2026-03-27,2.82,3.62
2026-03-30,2.82,3.62
2026-03-31,2.82,3.61
2026-04-01,2.82,3.61
2026-04-02,2.82,3.61
2026-04-03,2.82,3.62
2026-04-06,2.82,3.64
2026-04-07,2.82,3.62
2026-04-08,2.82,3.61
2026-04-09,2.82,3.6
2026-04-10,2.82,3.6
2026-04-13,2.82,3.62
2026-04-14,2.82,3.62
2026-04-15,2.82,3.62
2026-04-16,2.82,3.62
2026-04-17,2.82,3.61
2026-04-20,2.82,3.62
2026-04-21,2.82,3.6
2026-04-22,2.82,3.6
2026-04-23,2.82,3.6
2026-04-24,2.82,3.6
2026-04-27,2.82,3.6
2026-04-28,2.82,3.6
2026-04-29,2.82,3.6
2026-04-30,2.82,3.59
2026-05-01,2.82,3.59
2026-05-04,2.82,3.61
2026-05-05,2.82,3.61
2026-05-06,2.82,3.61
2026-05-07,2.82,3.61
2026-05-08,2.82,3.6
2026-05-11,2.82,3.61
2026-05-12,2.82,3.61
2026-05-13,2.82,3.61
2026-05-14,2.82,3.6
2026-05-15,2.82,3.6
2026-05-18,2.82,3.6
2026-05-19,2.82,3.59
2026-05-20,2.82,3.57
2026-05-21,2.82,3.59
2026-05-22,2.82,3.59
2026-05-25,2.82,3.59
2026-05-26,2.82,3.6
2026-05-27,2.82,3.59
2026-05-28,2.82,3.6
2026-05-29,2.82,3.6
2026-06-01,2.82,3.63
2026-06-02,2.82,3.63
2026-06-03,2.82,3.63
2026-06-04,2.82,3.63
2026-06-05,2.82,3.63
2026-06-08,2.82,3.65
2026-06-09,2.82,3.64
2026-06-10,2.82,3.64
2026-06-11,2.82,3.63
2026-06-12,2.82,3.63
2026-06-15,2.82,3.64
2026-06-16,2.82,3.64
2026-06-17,2.82,3.68
2026-06-18,2.82,3.67
2026-06-19,2.82,3.67
2026-06-22,2.82,3.7
2026-06-23,2.82,3.7
2026-06-24,2.82,3.7
2026-06-25,2.82,3.69
2026-06-26,2.82,3.67
2026-06-29,2.82,3.74
2026-06-30,2.82,3.74
2026-07-01,2.82,3.71
2026-07-02,2.82,3.68
2026-07-03,2.82,3.68
2026-07-06,2.82,3.74
