DATE,r_d,r_f
2017-01-01,1.5,
2017-01-02,1.5,
2017-01-03,1.5,0.53
2017-01-04,1.5,0.52
2017-01-05,1.5,0.51
2017-01-06,1.5,0.52
2017-01-09,1.5,0.5
2017-01-10,1.5,0.51
2017-01-11,1.5,0.51
2017-01-12,1.5,0.51
2017-01-13,1.5,0.52
2017-01-16,1.5,0.52
2017-01-17,1.5,0.54
2017-01-18,1.5,0.52
2017-01-19,1.5,0.51
2017-01-20,1.5,0.49
2017-01-23,1.5,0.51
2017-01-24,1.5,0.5
2017-01-25,1.5,0.49
2017-01-26,1.5,0.5
2017-01-27,1.5,0.51
2017-01-30,1.5,0.51
2017-01-31,1.5,0.52
2017-02-01,1.49,0.5
2017-02-02,1.49,0.51
2017-02-03,1.49,0.5
2017-02-06,1.49,0.53
2017-02-07,1.49,0.53
2017-02-08,1.49,0.53
2017-02-09,1.49,0.53
2017-02-10,1.49,0.54
2017-02-13,1.49,0.52
2017-02-14,1.49,0.54
2017-02-15,1.49,0.53
2017-02-16,1.49,0.52
2017-02-17,1.49,0.52
2017-02-20,1.49,0.52
2017-02-21,1.49,0.53
2017-02-22,1.49,0.52
2017-02-23,1.49,0.51
2017-02-24,1.49,0.51
2017-02-27,1.49,0.5
2017-02-28,1.49,0.53
2017-03-01,1.48,0.62
2017-03-02,1.48,0.66
2017-03-03,1.48,0.7
2017-03-06,1.48,0.73
2017-03-07,1.48,0.75
2017-03-08,1.48,0.72
2017-03-09,1.48,0.72
2017-03-10,1.48,0.73
2017-03-13,1.48,0.78
2017-03-14,1.48,0.77
2017-03-15,1.48,0.72
2017-03-16,1.48,0.72
2017-03-17,1.48,0.72
2017-03-20,1.48,0.75
2017-03-21,1.48,0.76
2017-03-22,1.48,0.76
2017-03-23,1.48,0.75
2017-03-24,1.48,0.77
2017-03-27,1.48,0.77
2017-03-28,1.48,0.77
2017-03-29,1.48,0.77
2017-03-30,1.48,0.77
2017-03-31,1.48,0.75
2017-04-01,1.43,0.75
2017-04-03,1.43,0.78
2017-04-04,1.43,0.78
2017-04-05,1.43,0.79
2017-04-06,1.43,0.78
2017-04-07,1.43,0.81
2017-04-10,1.43,0.81
2017-04-11,1.43,0.81
2017-04-12,1.43,0.8
2017-04-13,1.43,0.8
2017-04-14,1.43,0.8
2017-04-17,1.43,0.82
2017-04-18,1.43,0.81
2017-04-19,1.43,0.8
2017-04-20,1.43,0.78
2017-04-21,1.43,0.78
2017-04-24,1.43,0.8
2017-04-25,1.43,0.81
2017-04-26,1.43,0.82
2017-04-27,1.43,0.8
2017-04-28,1.43,0.79
2017-05-01,1.39,0.82
2017-05-02,1.39,0.81
2017-05-03,1.39,0.84
2017-05-04,1.39,0.84
2017-05-05,1.39,0.88
2017-05-08,1.39,0.9
2017-05-09,1.39,0.9
2017-05-10,1.39,0.89
2017-05-11,1.39,0.87
2017-05-12,1.39,0.86
2017-05-15,1.39,0.89
2017-05-16,1.39,0.89
2017-05-17,1.39,0.89
2017-05-18,1.39,0.91
2017-05-19,1.39,0.9
2017-05-22,1.39,0.92
2017-05-23,1.39,0.91
2017-05-24,1.39,0.92
2017-05-25,1.39,0.92
2017-05-26,1.39,0.92
2017-05-29,1.39,0.92
2017-05-30,1.39,0.92
2017-05-31,1.39,0.96
2017-06-01,1.38,0.96
2017-06-02,1.38,0.96
2017-06-05,1.38,0.95
2017-06-06,1.38,0.96
2017-06-07,1.38,0.98
2017-06-08,1.38,0.99
2017-06-09,1.38,0.99
2017-06-12,1.38,0.97
2017-06-13,1.38,0.99
2017-06-14,1.38,0.99
2017-06-15,1.38,1.0
2017-06-16,1.38,1.01
2017-06-19,1.38,1.01
2017-06-20,1.38,1.0
2017-06-21,1.38,0.97
2017-06-22,1.38,0.94
2017-06-23,1.38,0.95
2017-06-26,1.38,0.98
2017-06-27,1.38,0.99
2017-06-28,1.38,1.0
2017-06-29,1.38,1.02
2017-06-30,1.38,1.01
2017-07-01,1.39,1.01
2017-07-03,1.39,1.04
2017-07-04,1.39,1.04
2017-07-05,1.39,1.03
2017-07-06,1.39,1.02
2017-07-07,1.39,1.03
2017-07-10,1.39,1.03
2017-07-11,1.39,1.03
2017-07-12,1.39,1.03
2017-07-13,1.39,1.03
2017-07-14,1.39,1.02
2017-07-17,1.39,1.05
2017-07-18,1.39,1.05
2017-07-19,1.39,1.09
2017-07-20,1.39,1.13
2017-07-21,1.39,1.14
2017-07-24,1.39,1.15
2017-07-25,1.39,1.16
2017-07-26,1.39,1.11
2017-07-27,1.39,1.09
2017-07-28,1.39,1.06
2017-07-31,1.39,1.05
2017-08-01,1.39,1.06
2017-08-02,1.39,1.06
2017-08-03,1.39,1.06
2017-08-04,1.39,1.06
2017-08-07,1.39,1.01
2017-08-08,1.39,1.04
2017-08-09,1.39,1.04
2017-08-10,1.39,1.03
2017-08-11,1.39,1.01
2017-08-14,1.39,1.01
2017-08-15,1.39,1.02
2017-08-16,1.39,1.0
2017-08-17,1.39,0.98
2017-08-18,1.39,1.0
2017-08-21,1.39,0.99
2017-08-22,1.39,0.99
2017-08-23,1.39,0.98
2017-08-24,1.39,1.0
2017-08-25,1.39,1.01
2017-08-28,1.39,0.97
2017-08-29,1.39,1.01
2017-08-30,1.39,1.01
2017-08-31,1.39,0.99
2017-09-01,1.38,1.0
2017-09-04,1.38,1.0
2017-09-05,1.38,1.01
2017-09-06,1.38,1.05
2017-09-07,1.38,1.03
2017-09-08,1.38,1.02
2017-09-11,1.38,1.04
2017-09-12,1.38,1.02
2017-09-13,1.38,1.02
2017-09-14,1.38,1.03
2017-09-15,1.38,1.03
2017-09-18,1.38,1.04
2017-09-19,1.38,1.03
2017-09-20,1.38,1.02
2017-09-21,1.38,1.02
2017-09-22,1.38,1.01
2017-09-25,1.38,1.04
2017-09-26,1.38,1.05
2017-09-27,1.38,1.05
2017-09-28,1.38,1.04
2017-09-29,1.38,1.04
2017-10-01,1.38,1.04
2017-10-02,1.38,1.0
2017-10-03,1.38,1.05
2017-10-04,1.38,1.06
2017-10-05,1.38,1.05
2017-10-06,1.38,1.05
2017-10-09,1.38,1.05
2017-10-10,1.38,1.06
2017-10-11,1.38,1.08
2017-10-12,1.38,1.07
2017-10-13,1.38,1.07
2017-10-16,1.38,1.09
2017-10-17,1.38,1.07
2017-10-18,1.38,1.07
2017-10-19,1.38,1.08
2017-10-20,1.38,1.09
2017-10-23,1.38,1.08
2017-10-24,1.38,1.1
2017-10-25,1.38,1.1
2017-10-26,1.38,1.09
2017-10-27,1.38,1.08
2017-10-30,1.38,1.1
2017-10-31,1.38,1.13
2017-11-01,1.45,1.16
2017-11-02,1.45,1.15
2017-11-03,1.45,1.16
2017-11-06,1.45,1.17
2017-11-07,1.45,1.2
2017-11-08,1.45,1.21
2017-11-09,1.45,1.22
2017-11-10,1.45,1.21
2017-11-13,1.45,1.22
2017-11-14,1.45,1.24
2017-11-15,1.45,1.23
2017-11-16,1.45,1.25
2017-11-17,1.45,1.26
2017-11-20,1.45,1.28
2017-11-21,1.45,1.28
2017-11-22,1.45,1.27
2017-11-23,1.45,1.27
2017-11-24,1.45,1.26
2017-11-27,1.45,1.25
2017-11-28,1.45,1.28
2017-11-29,1.45,1.27
2017-11-30,1.45,1.25
2017-12-01,1.66,1.25
2017-12-04,1.66,1.28
2017-12-05,1.66,1.28
2017-12-06,1.66,1.28
2017-12-07,1.66,1.27
2017-12-08,1.66,1.26
2017-12-11,1.66,1.31
2017-12-12,1.66,1.32
2017-12-13,1.66,1.28
2017-12-14,1.66,1.3
2017-12-15,1.66,1.29
2017-12-18,1.66,1.36
2017-12-19,1.66,1.35
2017-12-20,1.66,1.36
2017-12-21,1.66,1.33
2017-12-22,1.66,1.31
2017-12-25,1.66,1.31
2017-12-26,1.66,1.45
2017-12-27,1.66,1.42
2017-12-28,1.66,1.37
2017-12-29,1.66,1.37
2018-01-01,1.66,1.37
2018-01-02,1.66,1.42
2018-01-03,1.66,1.39
2018-01-04,1.66,1.39
2018-01-05,1.66,1.37
2018-01-08,1.66,1.43
2018-01-09,1.66,1.42
2018-01-10,1.66,1.4
2018-01-11,1.66,1.41
2018-01-12,1.66,1.41
2018-01-15,1.66,1.41
2018-01-16,1.66,1.43
2018-01-17,1.66,1.42
2018-01-18,1.66,1.43
2018-01-19,1.66,1.42
2018-01-22,1.66,1.43
2018-01-23,1.66,1.42
2018-01-24,1.66,1.41
2018-01-25,1.66,1.4
2018-01-26,1.66,1.39
2018-01-29,1.66,1.43
2018-01-30,1.66,1.42
2018-01-31,1.66,1.44
2018-02-01,1.65,1.46
2018-02-02,1.65,1.46
2018-02-05,1.65,1.49
2018-02-06,1.65,1.5
2018-02-07,1.65,1.53
2018-02-08,1.65,1.53
2018-02-09,1.65,1.53
2018-02-12,1.65,1.61
2018-02-13,1.65,1.57
2018-02-14,1.65,1.56
2018-02-15,1.65,1.56
2018-02-16,1.65,1.59
2018-02-19,1.65,1.59
2018-02-20,1.65,1.64
2018-02-21,1.65,1.62
2018-02-22,1.65,1.61
2018-02-23,1.65,1.61
2018-02-26,1.65,1.65
2018-02-27,1.65,1.64
2018-02-28,1.65,1.63
2018-03-01,1.65,1.6
2018-03-02,1.65,1.62
2018-03-05,1.65,1.67
2018-03-06,1.65,1.65
2018-03-07,1.65,1.65
2018-03-08,1.65,1.64
2018-03-09,1.65,1.64
2018-03-12,1.65,1.68
2018-03-13,1.65,1.7
2018-03-14,1.65,1.73
2018-03-15,1.65,1.74
2018-03-16,1.65,1.75
2018-03-19,1.65,1.77
2018-03-20,1.65,1.78
2018-03-21,1.65,1.71
2018-03-22,1.65,1.69
2018-03-23,1.65,1.71
2018-03-26,1.65,1.76
2018-03-27,1.65,1.74
2018-03-28,1.65,1.7
2018-03-29,1.65,1.7
2018-03-30,1.65,1.7
2018-04-01,1.65,1.7
2018-04-02,1.65,1.74
2018-04-03,1.65,1.72
2018-04-04,1.65,1.68
2018-04-05,1.65,1.69
2018-04-06,1.65,1.7
2018-04-09,1.65,1.73
2018-04-10,1.65,1.71
2018-04-11,1.65,1.7
2018-04-12,1.65,1.72
2018-04-13,1.65,1.73
2018-04-16,1.65,1.76
2018-04-17,1.65,1.77
2018-04-18,1.65,1.78
2018-04-19,1.65,1.79
2018-04-20,1.65,1.78
2018-04-23,1.65,1.84
2018-04-24,1.65,1.84
2018-04-25,1.65,1.82
2018-04-26,1.65,1.79
2018-04-27,1.65,1.78
2018-04-30,1.65,1.84
2018-05-01,1.65,1.82
2018-05-02,1.65,1.81
2018-05-03,1.65,1.8
2018-05-04,1.65,1.8
2018-05-07,1.65,1.83
2018-05-08,1.65,1.84
2018-05-09,1.65,1.85
2018-05-10,1.65,1.86
2018-05-11,1.65,1.88
2018-05-14,1.65,1.9
2018-05-15,1.65,1.89
2018-05-16,1.65,1.88
2018-05-17,1.65,1.88
2018-05-18,1.65,1.87
2018-05-21,1.65,1.9
2018-05-22,1.65,1.9
2018-05-23,1.65,1.88
2018-05-24,1.65,1.87
2018-05-25,1.65,1.86
2018-05-28,1.65,1.86
2018-05-29,1.65,1.9
2018-05-30,1.65,1.9
2018-05-31,1.65,1.89
2018-06-01,1.65,1.88
2018-06-04,1.65,1.91
2018-06-05,1.65,1.91
2018-06-06,1.65,1.91
2018-06-07,1.65,1.9
2018-06-08,1.65,1.89
2018-06-11,1.65,1.91
2018-06-12,1.65,1.89
2018-06-13,1.65,1.9
2018-06-14,1.65,1.9
2018-06-15,1.65,1.9
2018-06-18,1.65,1.91
2018-06-19,1.65,1.91
2018-06-20,1.65,1.9
2018-06-21,1.65,1.9
2018-06-22,1.65,1.89
2018-06-25,1.65,1.9
2018-06-26,1.65,1.9
2018-06-27,1.65,1.89
2018-06-28,1.65,1.89
2018-06-29,1.65,1.89
2018-07-01,1.65,1.89
2018-07-02,1.65,1.95
2018-07-03,1.65,1.94
2018-07-04,1.65,1.94
2018-07-05,1.65,1.92
2018-07-06,1.65,1.93
2018-07-09,1.65,1.95
2018-07-10,1.65,1.95
2018-07-11,1.65,1.93
2018-07-12,1.65,1.94
2018-07-13,1.65,1.94
2018-07-16,1.65,1.98
2018-07-17,1.65,1.98
2018-07-18,1.65,1.96
2018-07-19,1.65,1.96
2018-07-20,1.65,1.95
2018-07-23,1.65,1.96
2018-07-24,1.65,1.98
2018-07-25,1.65,1.97
2018-07-26,1.65,1.95
2018-07-27,1.65,1.96
2018-07-30,1.65,2.01
2018-07-31,1.65,1.99
2018-08-01,1.65,1.99
2018-08-02,1.65,1.98
2018-08-03,1.65,1.97
2018-08-06,1.65,2.02
2018-08-07,1.65,2.02
2018-08-08,1.65,2.02
2018-08-09,1.65,2.02
2018-08-10,1.65,2.01
2018-08-13,1.65,2.03
2018-08-14,1.65,2.04
2018-08-15,1.65,2.03
2018-08-16,1.65,2.03
2018-08-17,1.65,2.01
2018-08-20,1.65,2.03
2018-08-21,1.65,2.04
2018-08-22,1.65,2.05
2018-08-23,1.65,2.04
2018-08-24,1.65,2.05
2018-08-27,1.65,2.08
2018-08-28,1.65,2.09
2018-08-29,1.65,2.09
2018-08-30,1.65,2.07
2018-08-31,1.65,2.07
2018-09-01,1.65,2.07
2018-09-03,1.65,2.07
2018-09-04,1.65,2.09
2018-09-05,1.65,2.1
2018-09-06,1.65,2.09
2018-09-07,1.65,2.1
2018-09-10,1.65,2.11
2018-09-11,1.65,2.11
2018-09-12,1.65,2.12
2018-09-13,1.65,2.11
2018-09-14,1.65,2.12
2018-09-17,1.65,2.13
2018-09-18,1.65,2.13
2018-09-19,1.65,2.12
2018-09-20,1.65,2.13
2018-09-21,1.65,2.14
2018-09-24,1.65,2.18
2018-09-25,1.65,2.17
2018-09-26,1.65,2.16
2018-09-27,1.65,2.14
2018-09-28,1.65,2.15
2018-10-01,1.68,2.19
2018-10-02,1.68,2.19
2018-10-03,1.68,2.19
2018-10-04,1.68,2.18
2018-10-05,1.68,2.18
2018-10-08,1.68,2.18
2018-10-09,1.68,2.21
2018-10-10,1.68,2.23
2018-10-11,1.68,2.22
2018-10-12,1.68,2.23
2018-10-15,1.68,2.27
2018-10-16,1.68,2.26
2018-10-17,1.68,2.27
2018-10-18,1.68,2.27
2018-10-19,1.68,2.26
2018-10-22,1.68,2.3
2018-10-23,1.68,2.29
2018-10-24,1.68,2.29
2018-10-25,1.68,2.29
2018-10-26,1.68,2.28
2018-10-29,1.68,2.3
2018-10-30,1.68,2.29
2018-10-31,1.68,2.29
2018-11-01,1.71,2.27
2018-11-02,1.71,2.28
2018-11-05,1.71,2.32
2018-11-06,1.71,2.31
2018-11-07,1.71,2.32
2018-11-08,1.71,2.3
2018-11-09,1.71,2.31
2018-11-12,1.71,2.31
2018-11-13,1.71,2.34
2018-11-14,1.71,2.33
2018-11-15,1.71,2.32
2018-11-16,1.71,2.31
2018-11-19,1.71,2.34
2018-11-20,1.71,2.34
2018-11-21,1.71,2.36
2018-11-22,1.71,2.36
2018-11-23,1.71,2.36
2018-11-26,1.71,2.37
2018-11-27,1.71,2.36
2018-11-28,1.71,2.35
2018-11-29,1.71,2.32
2018-11-30,1.71,2.32
2018-12-01,1.91,2.32
2018-12-03,1.91,2.34
2018-12-04,1.91,2.38
2018-12-05,1.91,2.38
2018-12-06,1.91,2.36
2018-12-07,1.91,2.35
2018-12-10,1.91,2.37
2018-12-11,1.91,2.37
2018-12-12,1.91,2.39
2018-12-13,1.91,2.38
2018-12-14,1.91,2.37
2018-12-17,1.91,2.36
2018-12-18,1.91,2.34
2018-12-19,1.91,2.35
2018-12-20,1.91,2.34
2018-12-21,1.91,2.34
2018-12-24,1.91,2.41
2018-12-25,1.91,2.41
2018-12-26,1.91,2.39
2018-12-27,1.91,2.36
2018-12-28,1.91,2.35
2018-12-31,1.91,2.4
2019-01-01,1.87,2.4
2019-01-02,1.87,2.37
2019-01-03,1.87,2.36
2019-01-04,1.87,2.37
2019-01-07,1.87,2.41
2019-01-08,1.87,2.41
2019-01-09,1.87,2.4
2019-01-10,1.87,2.38
2019-01-11,1.87,2.38
2019-01-14,1.87,2.4
2019-01-15,1.87,2.4
2019-01-16,1.87,2.38
2019-01-17,1.87,2.37
2019-01-18,1.87,2.36
2019-01-21,1.87,2.36
2019-01-22,1.87,2.38
2019-01-23,1.87,2.36
2019-01-24,1.87,2.32
2019-01-25,1.87,2.34
2019-01-28,1.87,2.37
2019-01-29,1.87,2.37
2019-01-30,1.87,2.37
2019-01-31,1.87,2.36
2019-02-01,1.87,2.35
2019-02-04,1.87,2.37
2019-02-05,1.87,2.37
2019-02-06,1.87,2.37
2019-02-07,1.87,2.37
2019-02-08,1.87,2.38
2019-02-11,1.87,2.4
2019-02-12,1.87,2.38
2019-02-13,1.87,2.39
2019-02-14,1.87,2.38
2019-02-15,1.87,2.38
2019-02-18,1.87,2.38
2019-02-19,1.87,2.41
2019-02-20,1.87,2.4
2019-02-21,1.87,2.4
2019-02-22,1.87,2.41
2019-02-25,1.87,2.42
2019-02-26,1.87,2.4
2019-02-27,1.87,2.4
2019-02-28,1.87,2.4
2019-03-01,1.9,2.39
2019-03-04,1.9,2.41
2019-03-05,1.9,2.41
2019-03-06,1.9,2.41
2019-03-07,1.9,2.4
2019-03-08,1.9,2.41
2019-03-11,1.9,2.41
2019-03-12,1.9,2.41
2019-03-13,1.9,2.4
2019-03-14,1.9,2.4
2019-03-15,1.9,2.4
2019-03-18,1.9,2.39
2019-03-19,1.9,2.41
2019-03-20,1.9,2.42
2019-03-21,1.9,2.43
2019-03-22,1.9,2.41
2019-03-25,1.9,2.41
2019-03-26,1.9,2.41
2019-03-27,1.9,2.39
2019-03-28,1.9,2.38
2019-03-29,1.9,2.35
2019-04-01,1.86,2.38
2019-04-02,1.86,2.37
2019-04-03,1.86,2.39
2019-04-04,1.86,2.39
2019-04-05,1.86,2.39
2019-04-08,1.86,2.38
2019-04-09,1.86,2.37
2019-04-10,1.86,2.38
2019-04-11,1.86,2.38
2019-04-12,1.86,2.39
2019-04-15,1.86,2.38
2019-04-16,1.86,2.38
2019-04-17,1.86,2.39
2019-04-18,1.86,2.37
2019-04-19,1.86,2.37
2019-04-22,1.86,2.39
2019-04-23,1.86,2.4
2019-04-24,1.86,2.39
2019-04-25,1.86,2.38
2019-04-26,1.86,2.37
2019-04-29,1.86,2.39
2019-04-30,1.86,2.38
2019-05-01,1.84,2.38
2019-05-02,1.84,2.41
2019-05-03,1.84,2.38
2019-05-06,1.84,2.39
2019-05-07,1.84,2.38
2019-05-08,1.84,2.38
2019-05-09,1.84,2.38
2019-05-10,1.84,2.38
2019-05-13,1.84,2.36
2019-05-14,1.84,2.36
2019-05-15,1.84,2.37
2019-05-16,1.84,2.35
2019-05-17,1.84,2.34
2019-05-20,1.84,2.34
2019-05-21,1.84,2.34
2019-05-22,1.84,2.33
2019-05-23,1.84,2.32
2019-05-24,1.84,2.3
2019-05-27,1.84,2.3
2019-05-28,1.84,2.32
2019-05-29,1.84,2.32
2019-05-30,1.84,2.33
2019-05-31,1.84,2.3
2019-06-01,1.8,2.3
2019-06-03,1.8,2.3
2019-06-04,1.8,2.3
2019-06-05,1.8,2.3
2019-06-06,1.8,2.28
2019-06-07,1.8,2.23
2019-06-10,1.8,2.24
2019-06-11,1.8,2.22
2019-06-12,1.8,2.19
2019-06-13,1.8,2.14
2019-06-14,1.8,2.15
2019-06-17,1.8,2.18
2019-06-18,1.8,2.17
2019-06-19,1.8,2.13
2019-06-20,1.8,2.09
2019-06-21,1.8,2.07
2019-06-24,1.8,2.08
2019-06-25,1.8,2.07
2019-06-26,1.8,2.1
2019-06-27,1.8,2.09
2019-06-28,1.8,2.08
2019-07-01,1.68,2.16
2019-07-02,1.68,2.15
2019-07-03,1.68,2.16
2019-07-04,1.68,2.16
2019-07-05,1.68,2.18
2019-07-08,1.68,2.21
2019-07-09,1.68,2.21
2019-07-10,1.68,2.15
2019-07-11,1.68,2.12
2019-07-12,1.68,2.1
2019-07-15,1.68,2.11
2019-07-16,1.68,2.1
2019-07-17,1.68,2.09
2019-07-18,1.68,2.01
2019-07-19,1.68,2.02
2019-07-22,1.68,2.04
2019-07-23,1.68,2.02
2019-07-24,1.68,2.05
2019-07-25,1.68,2.06
2019-07-26,1.68,2.08
2019-07-29,1.68,2.07
2019-07-30,1.68,2.04
2019-07-31,1.68,2.04
2019-08-01,1.49,2.03
2019-08-02,1.49,2.02
2019-08-05,1.49,2.0
2019-08-06,1.49,2.01
2019-08-07,1.49,1.98
2019-08-08,1.49,1.98
2019-08-09,1.49,1.96
2019-08-12,1.49,1.96
2019-08-13,1.49,1.96
2019-08-14,1.49,1.92
2019-08-15,1.49,1.87
2019-08-16,1.49,1.83
2019-08-19,1.49,1.9
2019-08-20,1.49,1.9
2019-08-21,1.49,1.93
2019-08-22,1.49,1.96
2019-08-23,1.49,1.93
2019-08-26,1.49,1.96
2019-08-27,1.49,1.94
2019-08-28,1.49,1.95
2019-08-29,1.49,1.95
2019-08-30,1.49,1.95
2019-09-01,1.54,1.95
2019-09-02,1.54,1.95
2019-09-03,1.54,1.94
2019-09-04,1.54,1.93
2019-09-05,1.54,1.93
2019-09-06,1.54,1.92
2019-09-09,1.54,1.92
2019-09-10,1.54,1.91
2019-09-11,1.54,1.92
2019-09-12,1.54,1.91
2019-09-13,1.54,1.92
2019-09-16,1.54,1.95
2019-09-17,1.54,1.95
2019-09-18,1.54,1.91
2019-09-19,1.54,1.89
2019-09-20,1.54,1.87
2019-09-23,1.54,1.9
2019-09-24,1.54,1.88
2019-09-25,1.54,1.85
2019-09-26,1.54,1.79
2019-09-27,1.54,1.76
2019-09-30,1.54,1.84
2019-10-01,1.46,1.78
2019-10-02,1.46,1.75
2019-10-03,1.46,1.67
2019-10-04,1.46,1.68
2019-10-07,1.46,1.71
2019-10-08,1.46,1.68
2019-10-09,1.46,1.66
2019-10-10,1.46,1.65
2019-10-11,1.46,1.65
2019-10-14,1.46,1.65
2019-10-15,1.46,1.64
2019-10-16,1.46,1.63
2019-10-17,1.46,1.63
2019-10-18,1.46,1.63
2019-10-21,1.46,1.64
2019-10-22,1.46,1.62
2019-10-23,1.46,1.62
2019-10-24,1.46,1.64
2019-10-25,1.46,1.63
2019-10-28,1.46,1.62
2019-10-29,1.46,1.6
2019-10-30,1.46,1.59
2019-10-31,1.46,1.51
2019-11-01,1.52,1.49
2019-11-04,1.52,1.5
2019-11-05,1.52,1.53
2019-11-06,1.52,1.53
2019-11-07,1.52,1.53
2019-11-08,1.52,1.52
2019-11-11,1.52,1.52
2019-11-12,1.52,1.56
2019-11-13,1.52,1.54
2019-11-14,1.52,1.54
2019-11-15,1.52,1.54
2019-11-18,1.52,1.54
2019-11-19,1.52,1.54
2019-11-20,1.52,1.54
2019-11-21,1.52,1.55
2019-11-22,1.52,1.55
2019-11-25,1.52,1.58
2019-11-26,1.52,1.57
2019-11-27,1.52,1.59
2019-11-28,1.52,1.59
2019-11-29,1.52,1.56
2019-12-01,1.53,1.56
2019-12-02,1.53,1.57
2019-12-03,1.53,1.54
2019-12-04,1.53,1.52
2019-12-05,1.53,1.51
2019-12-06,1.53,1.5
2019-12-09,1.53,1.51
2019-12-10,1.53,1.53
2019-12-11,1.53,1.54
2019-12-12,1.53,1.53
2019-12-13,1.53,1.54
2019-12-16,1.53,1.54
2019-12-17,1.53,1.53
2019-12-18,1.53,1.53
2019-12-19,1.53,1.54
2019-12-20,1.53,1.55
2019-12-23,1.53,1.56
2019-12-24,1.53,1.55
2019-12-25,1.53,1.55
2019-12-26,1.53,1.55
2019-12-27,1.53,1.54
2019-12-30,1.53,1.54
2019-12-31,1.53,1.52
2020-01-01,1.47,1.52
2020-01-02,1.47,1.51
2020-01-03,1.47,1.49
2020-01-06,1.47,1.53
2020-01-07,1.47,1.51
2020-01-08,1.47,1.51
2020-01-09,1.47,1.51
2020-01-10,1.47,1.51
2020-01-13,1.47,1.54
2020-01-14,1.47,1.54
2020-01-15,1.47,1.54
2020-01-16,1.47,1.52
2020-01-17,1.47,1.53
2020-01-20,1.47,1.53
2020-01-21,1.47,1.53
2020-01-22,1.47,1.52
2020-01-23,1.47,1.52
2020-01-24,1.47,1.51
2020-01-27,1.47,1.52
2020-01-28,1.47,1.54
2020-01-29,1.47,1.53
2020-01-30,1.47,1.54
2020-01-31,1.47,1.52
2020-02-01,1.42,1.52
2020-02-03,1.42,1.54
2020-02-04,1.42,1.54
2020-02-05,1.42,1.54
2020-02-06,1.42,1.54
2020-02-07,1.42,1.53
2020-02-10,1.42,1.55
2020-02-11,1.42,1.54
2020-02-12,1.42,1.55
2020-02-13,1.42,1.56
2020-02-14,1.42,1.55
2020-02-17,1.42,1.55
2020-02-18,1.42,1.55
2020-02-19,1.42,1.55
2020-02-20,1.42,1.55
2020-02-21,1.42,1.53
2020-02-24,1.42,1.5
2020-02-25,1.42,1.5
2020-02-26,1.42,1.5
2020-02-27,1.42,1.42
2020-02-28,1.42,1.25
2020-03-01,1.23,1.25
2020-03-02,1.23,1.1
2020-03-03,1.23,0.93
2020-03-04,1.23,0.71
2020-03-05,1.23,0.61
2020-03-06,1.23,0.45
2020-03-09,1.23,0.32
2020-03-10,1.23,0.43
2020-03-11,1.23,0.41
2020-03-12,1.23,0.33
2020-03-13,1.23,0.27
2020-03-16,1.23,0.24
2020-03-17,1.23,0.19
2020-03-18,1.23,0.02
2020-03-19,1.23,0.04
2020-03-20,1.23,0.05
2020-03-23,1.23,0.02
2020-03-24,1.23,0.01
2020-03-25,1.23,-0.04
2020-03-26,1.23,-0.05
2020-03-27,1.23,0.03
2020-03-30,1.23,0.12
2020-03-31,1.23,0.11
2020-04-01,1.1,0.09
2020-04-02,1.1,0.09
2020-04-03,1.1,0.1
2020-04-06,1.1,0.15
2020-04-07,1.1,0.14
2020-04-08,1.1,0.22
2020-04-09,1.1,0.25
2020-04-10,1.1,0.25
2020-04-13,1.1,0.26
2020-04-14,1.1,0.2
2020-04-15,1.1,0.14
2020-04-16,1.1,0.14
2020-04-17,1.1,0.12
2020-04-20,1.1,0.12
2020-04-21,1.1,0.11
2020-04-22,1.1,0.12
2020-04-23,1.1,0.11
2020-04-24,1.1,0.12
2020-04-27,1.1,0.12
2020-04-28,1.1,0.11
2020-04-29,1.1,0.1
2020-04-30,1.1,0.09
2020-05-01,1.02,0.12
2020-05-04,1.02,0.13
2020-05-05,1.02,0.13
2020-05-06,1.02,0.12
2020-05-07,1.02,0.11
2020-05-08,1.02,0.12
2020-05-11,1.02,0.12
2020-05-12,1.02,0.13
2020-05-13,1.02,0.13
2020-05-14,1.02,0.12
2020-05-15,1.02,0.12
2020-05-18,1.02,0.13
2020-05-19,1.02,0.13
2020-05-20,1.02,0.12
2020-05-21,1.02,0.12
2020-05-22,1.02,0.12
2020-05-25,1.02,0.12
2020-05-26,1.02,0.14
2020-05-27,1.02,0.15
2020-05-28,1.02,0.15
2020-05-29,1.02,0.14
2020-06-01,0.79,0.14
2020-06-02,0.79,0.15
2020-06-03,0.79,0.16
2020-06-04,0.79,0.15
2020-06-05,0.79,0.15
2020-06-08,0.79,0.17
2020-06-09,0.79,0.19
2020-06-10,0.79,0.17
2020-06-11,0.79,0.17
2020-06-12,0.79,0.16
2020-06-15,0.79,0.18
2020-06-16,0.79,0.17
2020-06-17,0.79,0.17
2020-06-18,0.79,0.16
2020-06-19,0.79,0.15
2020-06-22,0.79,0.16
2020-06-23,0.79,0.16
2020-06-24,0.79,0.15
2020-06-25,0.79,0.16
2020-06-26,0.79,0.14
2020-06-29,0.79,0.14
2020-06-30,0.79,0.16
2020-07-01,0.79,0.14
2020-07-02,0.79,0.14
2020-07-03,0.79,0.14
2020-07-06,0.79,0.15
2020-07-07,0.79,0.15
2020-07-08,0.79,0.15
2020-07-09,0.79,0.13
